id,predicted
6109,1
6111,1
6119,1
6134,1
6137,1
6138,1
6142,1
6147,1
6161,1
6173,1
6178,1
6188,1
6190,1
6193,1
6216,1
6221,1
6236,1
6246,1
6278,1
6281,1
6284,1
6292,1
6312,1
6328,1
6329,1
6330,1
6338,1
6343,1
6345,1
6347,1
6351,1
6359,1
6368,1
6390,1
6405,1
6407,1
6419,1
6421,1
6424,1
6436,1
6438,1
6459,1
6477,1
6478,1
6482,1
6483,1
6488,1
6496,1
6508,1
6512,1
6521,1
6523,1
6524,1
6531,1
6536,1
6547,1
6556,1
6560,1
6568,1
6571,1
6576,1
6587,1
6589,1
6595,1
6598,1
6607,1
6614,1
6622,1
6623,1
6624,1
6628,1
6641,1
6643,1
6652,1
6662,1
6669,1
6698,1
6709,1
6715,1
6718,1
6724,1
6733,1
6739,1
6766,1
6777,1
6795,1
6803,1
6822,1
6831,1
6837,1
6841,1
6865,1
6866,1
6870,1
6880,1
6895,1
6924,1
6929,1
6933,1
6936,1
6948,1
6951,1
6953,1
6962,1
6975,1
6977,1
6982,1
6987,1
7007,1
7019,1
7036,1
7039,1
7052,1
7066,1
7067,1
7071,1
7078,1
7098,1
7099,1
7101,1
7106,1
7114,1
7116,1
7137,1
7139,1
7144,1
7151,1
7155,1
7168,1
7173,1
7180,1
7192,1
7227,1
7228,1
7237,1
7251,1
7254,1
7255,1
7269,1
7290,1
7295,1
7305,1
7326,1
7327,1
7339,1
7343,1
7347,1
7364,1
7365,1
7379,1
7387,1
7388,1
7391,1
7395,1
7403,1
7413,1
7422,1
7453,1
7464,1
7466,1
7480,1
7482,1
7488,1
7500,1
7514,1
7519,1
7521,1
7523,1
7539,1
7546,1
7558,1
7559,1
7560,1
7562,1
7563,1
7565,1
7566,1
7571,1
7583,1
7587,1
7638,1
7643,1
7650,1
7654,1
7663,1
7666,1
7670,1
7682,1
7690,1
7697,1
7698,1
7715,1
7741,1
7747,1
7754,1
7764,1
7766,1
7767,1
7771,1
7774,1
7782,1
7824,1
7852,1
7888,1
7911,1
7921,1
7927,1
7931,1
7937,1
7939,1
7940,1
7943,1
7957,1
7974,1
7975,1
7980,1
7984,1
7988,1
8007,1
8009,1
8013,1
8015,1
8031,1
8032,1
8042,1
8048,1
8057,1
8069,1
8075,1
8077,1
8078,1
8083,1
8084,1
8090,1
8098,1
8119,1
8124,1
8136,1
8145,1
8158,1
8161,1
8162,1
8163,1
8170,1
8185,1
8199,1
8206,1
8212,1
8213,1
8224,1
8232,1
8251,1
8266,1
8268,1
8294,1
8296,1
8303,1
8307,1
8316,1
8330,1
8337,1
8347,1
8351,1
8357,1
8362,1
8374,1
8376,1
8428,1
8436,1
8440,1
8473,1
8486,1
8489,1
8490,1
8503,1
8514,1
8518,1
8541,1
8542,1
8543,1
8545,1
8546,1
8547,1
8569,1
8576,1
8577,1
8580,1
8592,1
8595,1
8600,1
8602,1
8614,1
8618,1
8633,1
8635,1
8644,1
8645,1
8647,1
8648,1
8649,1
8661,1
8664,1
8665,1
8672,1
8683,1
8690,1
8700,1
8726,1
8743,1
8759,1
8766,1
8771,1
8791,1
8796,1
8807,1
8808,1
8809,1
8811,1
8827,1
8835,1
8855,1
8860,1
8867,1
8885,1
8886,1
8892,1
8903,1
8913,1
8920,1
8930,1
8934,1
8939,1
8940,1
8941,1
8942,1
8943,1
8952,1
8953,1
8958,1
8959,1
8961,1
8963,1
8965,1
8967,1
8970,1
8976,1
8978,1
8985,1
8992,1
8994,1
9005,1
9006,1
9009,1
9017,1
9018,1
9022,1
9026,1
9027,1
9029,1
9030,1
9034,1
9035,1
9036,1
9039,1
9046,1
9049,1
9058,1
9060,1
9061,1
9062,1
9063,1
9065,1
9068,1
9070,1
9075,1
9076,1
9078,1
9079,1
9081,1
9084,1
9088,1
9093,1
9098,1
9107,1
9110,1
9111,1
9113,1
9115,1
9125,1
9133,1
9137,1
9138,1
9143,1
9146,1
9147,1
9149,1
9151,1
9152,1
9155,1
9158,1
9162,1
9163,1
9165,1
9168,1
9169,1
9170,1
9172,1
9173,1
9176,1
9177,1
9179,1
9190,1
9192,1
9193,1
9201,1
9204,1
9205,1
9206,1
9216,1
9221,1
9223,1
9225,1
9227,1
9236,1
9243,1
9245,1
9246,1
9248,1
9255,1
9257,1
9259,1
9269,1
9271,1
9274,1
9280,1
9282,1
9285,1
9287,1
9297,1
9298,1
9302,1
9311,1
9312,1
9317,1
9322,1
9323,1
9325,1
9328,1
9330,1
9336,1
9338,1
9340,1
9342,1
9343,1
9344,1
9359,1
9361,1
9364,1
9365,1
9368,1
9374,1
9376,1
9378,1
9379,1
9382,1
9383,1
9387,1
9388,1
9389,1
9392,1
9396,1
9406,1
9407,1
9408,1
9411,1
9417,1
9419,1
9420,1
9422,1
9428,1
9432,1
9434,1
9439,1
9440,1
9443,1
9448,1
9449,1
9452,1
9453,1
9454,1
9457,1
9458,1
9459,1
9464,1
9465,1
9466,1
9467,1
9473,1
9474,1
9477,1
9482,1
9483,1
9489,1
9493,1
9494,1
9500,1
9506,1
9507,1
9514,1
9516,1
9519,1
9521,1
9524,1
9525,1
9529,1
9533,1
9535,1
9540,1
9545,1
9546,1
9554,1
9559,1
9561,1
9563,1
9564,1
9565,1
9566,1
9567,1
9576,1
9577,1
9584,1
9585,1
9587,1
9596,1
9609,1
9613,1
9615,1
9616,1
9621,1
9624,1
9631,1
9632,1
9641,1
9642,1
9645,1
9646,1
9647,1
9653,1
9655,1
9663,1
9665,1
9670,1
9673,1
9674,1
9681,1
9682,1
9686,1
9687,1
9689,1
9690,1
9691,1
9692,1
9694,1
9696,1
9697,1
9701,1
9702,1
9704,1
9712,1
9714,1
9715,1
9717,1
9720,1
9724,1
9728,1
9729,1
9730,1
9731,1
9738,1
9743,1
9744,1
9745,1
9748,1
9749,1
9750,1
9752,1
9758,1
9759,1
9763,1
9766,1
9768,1
9774,1
9775,1
9778,1
9779,1
9780,1
9786,1
9789,1
9790,1
9791,1
9792,1
9793,1
9795,1
9798,1
9800,1
9801,1
9804,1
9806,1
9815,1
9816,1
9819,1
9822,1
9823,1
9826,1
9827,1
9828,1
9831,1
9838,1
9839,1
9841,1
9843,1
9844,1
9849,1
9851,1
9861,1
9865,1
9867,1
9871,1
9877,1
9895,1
9896,1
9901,1
9903,1
9911,1
9916,1
9917,1
9921,1
9923,1
9927,1
9929,1
9930,1
9931,1
9933,1
9941,1
9942,1
9946,1
9948,1
9951,1
9952,1
9958,1
9964,1
9966,1
9967,1
9968,1
9979,1
9981,1
9985,1
9986,1
9989,1
9990,1
9991,1
9994,1
9997,1
10002,1
10006,1
10007,1
10010,1
10015,1
10017,1
10027,1
10037,1
10044,1
10045,1
10047,1
10049,1
10050,1
10077,1
10078,1
10080,1
10084,1
10089,1
10091,1
10092,1
10099,1
10101,1
10106,1
10114,1
10116,1
10117,1
10118,1
10125,1
10144,1
10147,1
10148,1
10150,1
10152,1
10156,1
10157,1
10159,1
10162,1
10163,1
10164,1
10170,1
10171,1
10174,1
10176,1
10181,1
10182,1
10183,1
10184,1
10185,1
10189,1
10196,1
10203,1
10204,1
10209,1
10212,1
10216,1
10222,1
10230,1
10232,1
10234,1
10236,1
10241,1
10256,1
10263,1
10265,1
10267,1
10274,1
10278,1
10282,1
10287,1
10292,1
10294,1
10302,1
10303,1
10305,1
10307,1
10308,1
10313,1
10315,1
10316,1
10318,1
10319,1
10324,1
10326,1
10327,1
10335,1
10337,1
10338,1
10339,1
10344,1
10352,1
10353,1
10359,1
10360,1
10366,1
10368,1
10369,1
10371,1
10376,1
10377,1
10382,1
10384,1
10387,1
10390,1
10391,1
10398,1
10399,1
10401,1
10402,1
10403,1
10404,1
10410,1
10414,1
10417,1
10418,1
10420,1
10423,1
10425,1
10427,1
10429,1
10431,1
10449,1
10452,1
10453,1
10455,1
10458,1
10462,1
10469,1
10471,1
10472,1
10484,1
10485,1
10486,1
10487,1
10490,1
10492,1
10496,1
10498,1
10502,1
10503,1
10505,1
10506,1
10510,1
10515,1
10521,1
10535,1
10542,1
10543,1
10544,1
10548,1
10550,1
10551,1
10553,1
10555,1
10557,1
10559,1
10561,1
10568,1
10571,1
10573,1
10575,1
10580,1
10581,1
10583,1
10588,1
10589,1
10593,1
10597,1
10598,1
10601,1
10602,1
10604,1
10605,1
10606,1
10608,1
10613,1
10617,1
10619,1
10621,1
10625,1
10631,1
10634,1
10644,1
10647,1
10649,1
10653,1
10657,1
10662,1
10665,1
10669,1
10673,1
10678,1
10680,1
10682,1
10685,1
10706,1
10713,1
10721,1
10725,1
10728,1
10729,1
10731,1
10736,1
10737,1
10739,1
10752,1
10756,1
10758,1
10760,1
10761,1
10765,1
10766,1
10769,1
10770,1
10775,1
10780,1
10781,1
10782,1
10792,1
10794,1
10795,1
10799,1
10802,1
10805,1
10819,1
10820,1
10823,1
10827,1
10829,1
10831,1
10833,1
10835,1
10836,1
10837,1
10846,1
10849,1
10858,1
10859,1
10860,1
10867,1
10868,1
10869,1
10874,1
10880,1
10881,1
10887,1
10889,1
10893,1
10898,1
10906,1
10911,1
10912,1
10919,1
10923,1
10930,1
10936,1
10939,1
10942,1
10943,1
10944,1
10945,1
10947,1
10948,1
10949,1
10952,1
10953,1
10960,1
10964,1
10967,1
10969,1
10978,1
10979,1
10980,1
10988,1
10991,1
10995,1
11001,1
11002,1
11004,1
11006,1
11007,1
11018,1
11021,1
11022,1
11026,1
11029,1
11030,1
11035,1
11037,1
11041,1
11047,1
11049,1
11051,1
11053,1
11056,1
11058,1
11063,1
11065,1
11067,1
11075,1
11078,1
11080,1
11085,1
11086,1
11089,1
11094,1
11095,1
11097,1
11098,1
11099,1
11100,1
11105,1
11107,1
11112,1
11116,1
11117,1
11124,1
11125,1
11126,1
11129,1
11130,1
11131,1
11133,1
11134,1
11136,1
11139,1
11140,1
11142,1
11145,1
11148,1
11151,1
11155,1
11164,1
11166,1
11168,1
11169,1
11170,1
11173,1
11175,1
11180,1
11188,1
11189,1
11190,1
11191,1
11192,1
11193,1
11196,1
11200,1
11204,1
11214,1
11216,1
11226,1
11230,1
11233,1
11235,1
11237,1
11242,1
11243,1
11246,1
11251,1
11254,1
11258,1
11268,1
11269,1
11277,1
11280,1
11287,1
11289,1
11290,1
11303,1
11306,1
11307,1
11310,1
11315,1
11316,1
11317,1
11322,1
11323,1
11330,1
11334,1
11335,1
11337,1
11346,1
11347,1
11352,1
11353,1
11354,1
11359,1
11360,1
11363,1
11365,1
11375,1
11377,1
11378,1
11380,1
11381,1
11387,1
11397,1
11398,1
11404,1
11405,1
11409,1
11412,1
11414,1
11415,1
11420,1
11429,1
11432,1
11436,1
11439,1
11440,1
11445,1
11446,1
11448,1
11449,1
11451,1
11458,1
11460,1
11462,1
11464,1
11478,1
11480,1
11482,1
11485,1
11489,1
11500,1
11502,1
11508,1
11509,1
11510,1
11519,1
11525,1
11528,1
11531,1
11537,1
11539,1
11541,1
11542,1
11543,1
11544,1
11549,1
11551,1
11552,1
11554,1
11555,1
11556,1
11560,1
11561,1
11564,1
11576,1
11577,1
11579,1
11581,1
11583,1
11584,1
11587,1
11588,1
11593,1
11594,1
11595,1
11596,1
11597,1
11598,1
11599,1
11603,1
11606,1
11613,1
11622,1
11625,1
11626,1
11628,1
11636,1
11640,1
11643,1
11645,1
11648,1
11650,1
11651,1
11654,1
11655,1
11665,1
11668,1
11671,1
11674,1
11676,1
11677,1
11678,1
11681,1
11684,1
11689,1
11691,1
11693,1
11695,1
11700,1
11701,1
11703,1
11713,1
11714,1
11716,1
11721,1
11730,1
11734,1
11738,1
11741,1
11744,1
11748,1
11750,1
11753,1
11760,1
11763,1
11766,1
11767,1
11770,1
11772,1
11774,1
11784,1
11790,1
11796,1
11798,1
11799,1
11804,1
11806,1
11819,1
11825,1
11827,1
11830,1
11833,1
11843,1
11845,1
11848,1
11852,1
11855,1
11856,1
11858,1
11863,1
11864,1
11866,1
11867,1
11874,1
11880,1
11882,1
11893,1
11895,1
11897,1
11899,1
11901,1
11902,1
11903,1
11905,1
11909,1
11910,1
11913,1
11917,1
11920,1
11925,1
11930,1
11941,1
11945,1
11946,1
11950,1
11954,1
11955,1
11956,1
11959,1
11965,1
11968,1
11970,1
11973,1
11976,1
11984,1
11988,1
11989,1
11993,1
11995,1
11997,1
11999,1
12009,1
12016,1
12017,1
12029,1
12031,1
12036,1
12039,1
12048,1
12049,1
12051,1
12056,1
12062,1
12076,1
12092,1
12097,1
12103,1
12104,1
12107,1
12108,1
12110,1
12111,1
12115,1
12116,1
12117,1
12124,1
12126,1
12127,1
12134,1
12135,1
12138,1
12139,1
12146,1
12156,1
12159,1
12169,1
12170,1
12173,1
12186,1
12187,1
12194,1
12196,1
12197,1
12206,1
12208,1
12213,1
12215,1
12216,1
12217,1
12223,1
12231,1
12235,1
12240,1
12245,1
12247,1
12248,1
12256,1
12257,1
12259,1
12260,1
12266,1
12268,1
12272,1
12275,1
12276,1
12277,1
12282,1
12294,1
12297,1
12306,1
12312,1
12313,1
12316,1
12319,1
12325,1
12326,1
12330,1
12331,1
12332,1
12334,1
12338,1
12346,1
12350,1
12357,1
12361,1
12365,1
12373,1
12377,1
12384,1
12386,1
12395,1
12399,1
12400,1
12402,1
12404,1
12405,1
12407,1
12412,1
12416,1
12418,1
12422,1
12426,1
12427,1
12428,1
12430,1
12433,1
12437,1
12440,1
12443,1
12447,1
12458,1
12459,1
12460,1
12465,1
12468,1
12469,1
12475,1
12476,1
12480,1
12481,1
12482,1
12485,1
12489,1
12494,1
12498,1
12499,1
12503,1
12511,1
12513,1
12515,1
12519,1
12523,1
12524,1
12535,1
12536,1
12538,1
12542,1
12544,1
12547,1
12550,1
12553,1
12558,1
12560,1
12565,1
12567,1
12574,1
12577,1
12582,1
12599,1
12609,1
12613,1
12616,1
12617,1
12624,1
12625,1
12628,1
12629,1
12631,1
12632,1
12638,1
12639,1
12650,1
12654,1
12655,1
12663,1
12666,1
12667,1
12671,1
12676,1
12680,1
12682,1
12689,1
12696,1
12701,1
12707,1
12719,1
12720,1
12723,1
12725,1
12730,1
12731,1
12733,1
12738,1
12739,1
12745,1
12747,1
12750,1
12752,1
12753,1
12756,1
12757,1
12759,1
12760,1
12771,1
12772,1
12774,1
12777,1
12780,1
12781,1
12783,1
12787,1
12788,1
12789,1
12798,1
12810,1
12811,1
12812,1
12825,1
12827,1
12831,1
12835,1
12836,1
12837,1
12838,1
12846,1
12849,1
12857,1
12859,1
12867,1
12871,1
12872,1
12874,1
12876,1
12879,1
12886,1
12887,1
12898,1
12907,1
12908,1
12909,1
12910,1
12912,1
12915,1
12924,1
12925,1
12930,1
12933,1
12934,1
12939,1
12943,1
12945,1
12946,1
12947,1
12953,1
12958,1
12964,1
12965,1
12967,1
12973,1
12981,1
12983,1
12993,1
13002,1
13003,1
13006,1
13007,1
13008,1
13013,1
13014,1
13015,1
13018,1
13021,1
13024,1
13036,1
13038,1
13040,1
13043,1
13048,1
13058,1
13065,1
13075,1
13076,1
13091,1
13092,1
13093,1
13095,1
13106,1
13111,1
13112,1
13118,1
13119,1
13123,1
13131,1
13140,1
13141,1
13142,1
13145,1
13152,1
13160,1
13162,1
13168,1
13176,1
13177,1
13180,1
13181,1
13183,1
13185,1
13188,1
13203,1
13208,1
13212,1
13216,1
13219,1
13220,1
13223,1
13226,1
13228,1
13230,1
13232,1
13233,1
13238,1
13245,1
13248,1
13257,1
13266,1
13270,1
13271,1
13277,1
13283,1
13297,1
13299,1
13304,1
13306,1
13311,1
13314,1
13320,1
13321,1
13322,1
13328,1
13330,1
13335,1
13336,1
13341,1
13345,1
13346,1
13350,1
13351,1
13363,1
13367,1
13373,1
13378,1
13379,1
13380,1
13390,1
13392,1
13397,1
13401,1
13403,1
13408,1
13410,1
13417,1
13422,1
13426,1
13428,1
13431,1
13433,1
13434,1
13436,1
13443,1
13447,1
13450,1
13452,1
13454,1
13455,1
13465,1
13467,1
13468,1
13471,1
13472,1
13473,1
13476,1
13479,1
13481,1
13483,1
13486,1
13493,1
13498,1
13499,1
13501,1
13503,1
13504,1
13508,1
13509,1
13510,1
13515,1
13516,1
13517,1
13518,1
13519,1
13521,1
13523,1
13524,1
13529,1
13532,1
13533,1
13536,1
13544,1
13545,1
13546,1
13551,1
13553,1
13556,1
13557,1
13558,1
13560,1
13562,1
13572,1
13577,1
13579,1
13582,1
13584,1
13589,1
13590,1
13591,1
13593,1
13601,1
13602,1
13608,1
13609,1
13610,1
13611,1
13612,1
13616,1
13618,1
13624,1
13625,1
13626,1
13628,1
13633,1
13634,1
13638,1
13639,1
13652,1
13654,1
13656,1
13658,1
13662,1
13665,1
13668,1
13672,1
13678,1
13679,1
13684,1
13690,1
13703,1
13704,1
13707,1
13711,1
13713,1
13714,1
13715,1
13717,1
13723,1
13728,1
13730,1
13731,1
13734,1
13739,1
13740,1
13742,1
13744,1
13746,1
13747,1
13750,1
13769,1
13773,1
13774,1
13782,1
13783,1
13786,1
13796,1
13797,1
13809,1
13814,1
13815,1
13816,1
13817,1
13818,1
13819,1
13820,1
13823,1
13825,1
13832,1
13840,1
13843,1
13844,1
13845,1
13855,1
13863,1
13872,1
13873,1
13874,1
13875,1
13876,1
13882,1
13883,1
13890,1
13893,1
13894,1
13897,1
13907,1
13908,1
13919,1
13926,1
13927,1
13928,1
13930,1
13936,1
13938,1
13939,1
13942,1
13956,1
13964,1
13970,1
13974,1
13979,1
13982,1
13986,1
13993,1
13999,1
14000,1
14002,1
14003,1
14006,1
14010,1
14011,1
14013,1
14024,1
14028,1
14029,1
14035,1
14041,1
14043,1
14048,1
14049,1
14050,1
14059,1
14061,1
14062,1
14065,1
14068,1
14070,1
14077,1
14078,1
14079,1
14083,1
14085,1
14086,1
14087,1
14088,1
14090,1
14092,1
14099,1
14100,1
14104,1
14105,1
14106,1
14107,1
14108,1
14109,1
14115,1
14116,1
14117,1
14127,1
14136,1
14138,1
14139,1
14141,1
14143,1
14144,1
14147,1
14148,1
14153,1
14156,1
14162,1
14164,1
14166,1
14176,1
14177,1
14178,1
14180,1
14181,1
14197,1
14201,1
14214,1
14216,1
14219,1
14221,1
14222,1
14225,1
14226,1
14232,1
14234,1
14239,1
14250,1
14258,1
14260,1
14264,1
14265,1
14266,1
14272,1
14276,1
14280,1
14282,1
14285,1
14286,1
14288,1
14289,1
14293,1
14298,1
14300,1
14302,1
14307,1
14312,1
14314,1
14317,1
14325,1
14326,1
14332,1
14338,1
14341,1
14342,1
14345,1
14350,1
14352,1
14355,1
14356,1
14358,1
14364,1
14370,1
14376,1
14377,1
14380,1
14387,1
14391,1
14393,1
14394,1
14402,1
14405,1
14409,1
14416,1
14420,1
14429,1
14434,1
14447,1
14449,1
14450,1
14451,1
14453,1
14456,1
14457,1
14459,1
14465,1
14469,1
14474,1
14480,1
14489,1
14494,1
14501,1
14504,1
14508,1
14511,1
14519,1
14521,1
14535,1
14536,1
14537,1
14539,1
14544,1
14546,1
14548,1
14549,1
14561,1
14564,1
14569,1
14575,1
14582,1
14583,1
14586,1
14588,1
14596,1
14602,1
14607,1
14609,1
14610,1
14616,1
14620,1
14624,1
14627,1
14629,1
14635,1
14636,1
14641,1
14642,1
14643,1
14645,1
14653,1
14658,1
14659,1
14665,1
14666,1
14671,1
14675,1
14679,1
14685,1
14691,1
14695,1
14700,1
14701,1
14711,1
14712,1
14714,1
14716,1
14717,1
14718,1
14724,1
14729,1
14735,1
14739,1
14744,1
14752,1
14755,1
14756,1
14757,1
14760,1
14761,1
14765,1
14768,1
14769,1
14771,1
14776,1
14778,1
14779,1
14782,1
14784,1
14794,1
14795,1
14801,1
14803,1
14804,1
14813,1
14821,1
14822,1
14828,1
14830,1
14837,1
14845,1
14850,1
14851,1
14852,1
14855,1
14858,1
14859,1
14862,1
14868,1
14873,1
14876,1
14887,1
14888,1
14892,1
14896,1
14898,1
14907,1
14915,1
14916,1
14918,1
14919,1
14920,1
14926,1
14927,1
14930,1
14933,1
14935,1
14938,1
14941,1
14948,1
14949,1
14950,1
14951,1
14952,1
14953,1
14956,1
14957,1
14958,1
14963,1
14964,1
14965,1
14968,1
14971,1
14977,1
14982,1
14983,1
14992,1
14995,1
14996,1
14999,1
15010,1
15016,1
15017,1
15030,1
15034,1
15036,1
15040,1
15046,1
15051,1
15054,1
15055,1
15063,1
15064,1
15065,1
15070,1
15075,1
15077,1
15080,1
15083,1
15084,1
15088,1
15089,1
15090,1
15091,1
15092,1
15093,1
15094,1
15096,1
15100,1
15101,1
15102,1
15108,1
15111,1
15116,1
15124,1
15128,1
15132,1
15133,1
15134,1
15135,1
15139,1
15144,1
15145,1
15150,1
15154,1
15158,1
15164,1
15165,1
15166,1
15179,1
15193,1
15199,1
15204,1
15209,1
15210,1
15226,1
15229,1
15230,1
15232,1
15248,1
15255,1
15256,1
15257,1
15260,1
15268,1
15279,1
15281,1
15284,1
15290,1
15295,1
15301,1
15306,1
15310,1
15312,1
15326,1
15328,1
15340,1
15345,1
15347,1
15348,1
15350,1
15352,1
15357,1
15358,1
15380,1
15386,1
15392,1
15399,1
15410,1
15415,1
15419,1
15421,1
15422,1
15427,1
15431,1
15433,1
15437,1
15438,1
15450,1
15451,1
15454,1
15461,1
15468,1
15469,1
15470,1
15472,1
15475,1
15476,1
